pmid,year,score,n_chunks,title
25687792,2015,0.4917,3,Using VigiBase to Identify Substandard Medicines: Detection Capacity and Key Prerequisites.
25687791,2015,0.5944,1,Drug safety meta-analysis: promises and pitfalls.
25676682,2015,0.5525,2,Safety and tolerability profile of second-line anti-tuberculosis medications.
25663078,2015,0.6048,2,Pediatric drug safety signal detection: a new drug-event reference set for performance testing of data-mining methods and systems.
25652235,2015,0.4202,2,Benefit-risk assessment of diacerein in the treatment of osteoarthritis.
25647717,2015,0.3727,1,Safety surveillance of traditional Chinese medicine: current and future.
25627832,2015,0.5554,2,ADR Reporting by the General Public: Lessons Learnt from the Dutch and Swedish Systems.
25577497,2015,0.3326,2,Cancer chemotherapy and cardiac arrhythmias: a review.
25566825,2015,0.3633,2,Risk of anaphylaxis with repeated courses of rasburicase: a Research on Adverse Drug Events and Reports (RADAR) project.
25564333,2015,0.4597,2,Specialist Cohort Event Monitoring studies: a new study method for risk management in pharmacovigilance.
25556421,2015,0.3446,2,Treating severe malaria in pregnancy: a review of the evidence.
25556085,2015,0.5428,2,Consensus recommendations for systematic evaluation of drug-drug interaction evidence for clinical decision support.
25542297,2015,0.3422,2,Safety considerations with pharmacological treatment of gestational diabetes mellitus.
25539878,2015,0.5223,1,The US Food and Drug Administration-European Medicines Agency collaboration in pharmacovigilance: common objectives and common challenges.
25539877,2015,0.5932,2,Structured assessment for prospective identification of safety signals in electronic medical records: evaluation in the health improvement network.
25537235,2015,0.5978,2,Assessment of a new instrument for detecting preventable adverse drug reactions.
25537234,2015,0.5930,2,Effect of an educational intervention to improve adverse drug reaction reporting in physicians: a cluster randomized controlled trial.
25519721,2015,0.5919,2,Causal assessment of pharmaceutical treatments: why standards of evidence should not be the same for benefits and harms?
25481812,2015,0.3010,2,Optimal glycaemic control in elderly people with type 2 diabetes: what does the evidence say?
25475539,2015,0.2447,2,"Bacillus Calmette-Guérin (BCG) vaccine adverse events in Victoria, Australia: analysis of reports to an enhanced passive surveillance system."
25446374,2015,0.2683,2,"Aristolochic acid nephropathy: epidemiology, clinical presentation, and treatment."
25416320,2015,0.2855,1,The comparative efficacy and safety of the angiotensin receptor blockers in the management of hypertension and other cardiovascular diseases.
